,车站,拼音,路局,地区,经度x,纬度x,id,经度,纬度,省,市,区
2419,马龙,MA LONG,中国铁路昆明局,云南省 曲靖市 马龙区,102.643,26.7464,18700240,103.6247193,25.48663456,云南省,曲靖市,马龙区
2448,宁洱,NING ER,中国铁路昆明局,云南省 普洱市 宁洱哈尼族彝族自治县,100.0479,24.2844,93479907,101.0682863,23.04826976,云南省,普洱市,宁洱哈尼族彝族自治县
2454,南华,NAN HUA,中国铁路昆明局,云南省 楚雄彝族自治州 南华县,100.2467,26.4441,90153350,101.2641242,25.18723664,云南省,楚雄彝族自治州,南华县
2494,屏边,PING BIAN,中国铁路昆明局,云南省 红河哈尼族彝族自治州 屏边苗族自治县,102.6582,24.2501,38690071,103.6396928,23.01429904,云南省,红河哈尼族彝族自治州,屏边苗族自治县
2505,平河口,PING HE KOU,中国铁路昆明局,云南省 曲靖市 沾益区,102.9537,26.9327,39480255,103.9307899,25.67114608,云南省,曲靖市,沾益区
2511,朋普,PENG PU,中国铁路昆明局,云南省 红河哈尼族彝族自治州 弥勒市,102.359,25.2198,97616322,103.3449509,23.97468992,云南省,红河哈尼族彝族自治州,弥勒市
2560,曲江,QU JIANG,中国铁路昆明局,云南省 红河哈尼族彝族自治州 建水县,101.8555,25.2058,38640294,102.8489531,23.96082432,云南省,红河哈尼族彝族自治州,建水县
2651,水富,SHUI FU,中国铁路成都局,云南省 昭通市 水富市,103.4483,29.8992,39650132,104.4180203,28.60916768,云南省,昭通市,水富市
2771,师宗,SHI ZONG,中国铁路昆明局,云南省 曲靖市 师宗县,103.0454,26.0802,15640613,104.0211235,24.82683008,云南省,曲靖市,师宗县
2870,吴官田,WU GUAN TIAN,中国铁路昆明局,云南省 曲靖市 马龙区,102.5508,26.7454,18710320,103.5338931,25.48564416,云南省,曲靖市,马龙区
2903,巍山,WEI SHAN,中国铁路昆明局,云南省 大理白族自治州 巍山彝族回族自治县,99.2659,26.4877,92286858,100.2979381,25.23041808,云南省,大理白族自治州,巍山彝族回族自治县
2915,威信,WEI XIN,中国铁路成都局,云南省 昭通市 威信县,104.0986,29.1046,89822194,105.0586309,27.82219584,云南省,昭通市,威信县
2934,新安,XIN AN,中国铁路昆明局,云南省 曲靖市 师宗县,103.1363,26.0139,15630043,104.1106691,24.76116656,云南省,曲靖市,师宗县
2942,小村,XIAO CUN,中国铁路昆明局,云南省 楚雄彝族自治州 牟定县,100.8427,26.7435,14440463,101.8512438,25.4837624,云南省,楚雄彝族自治州,牟定县
2947,小得江,XIAO DE JIANG,中国铁路昆明局,云南省 曲靖市 罗平县,103.5968,26.2899,15570881,104.5643077,25.03451696,云南省,曲靖市,罗平县
3021,小湾东,XIAO WAN DONG,中国铁路昆明局,云南省 大理白族自治州 南涧彝族自治县,99.115,25.9638,92311887,100.1492865,24.71154752,云南省,大理白族自治州,南涧彝族自治县
3043,小月旧,XIAO YUE JIU,中国铁路昆明局,云南省 楚雄彝族自治州 元谋县,100.827,26.8505,14420775,101.8357777,25.5897352,云南省,楚雄彝族自治州,元谋县
3062,秧草地,YANG CAO DI,中国铁路昆明局,云南省 曲靖市 师宗县,102.8604,26.0745,15660534,103.83888,24.8211848,云南省,曲靖市,师宗县
3084,尹地,YIN DI,中国铁路昆明局,云南省 楚雄彝族自治州 元谋县,100.8244,26.8993,14410773,101.8332164,25.63806672,云南省,楚雄彝族自治州,元谋县
3099,羊臼河,YANG JIU HE,中国铁路昆明局,云南省 楚雄彝族自治州 牟定县,100.8273,26.7586,14430033,101.8360732,25.49871744,云南省,楚雄彝族自治州,牟定县
3100,元江,YUAN JIANG,中国铁路昆明局,云南省 玉溪市 元江哈尼族彝族傣族自治县,101.0051,24.9411,93429849,102.011224,23.69866544,云南省,玉溪市,元江哈尼族彝族傣族自治县
3110,以勒,YI LE,中国铁路成都局,云南省 昭通市 镇雄县,104.1623,28.8627,100600827,105.1213817,27.58261808,云南省,昭通市,镇雄县
3123,云南驿,YUN NAN YI,中国铁路昆明局,云南省 大理白族自治州 祥云县,99.6824,26.6395,90155411,100.7082322,25.3807608,云南省,大理白族自治州,祥云县
3131,永仁,YONG REN,中国铁路昆明局,云南省 楚雄彝族自治州 永仁县,100.7034,27.3158,90299689,101.7140193,26.05056832,云南省,楚雄彝族自治州,永仁县
3158,羊尾哨,YANG WEI SHAO,中国铁路昆明局,云南省 曲靖市 富源县,103.2645,26.9512,39450340,104.236959,25.68946848,云南省,曲靖市,富源县
3160,野象谷,YE XIANG GU,中国铁路昆明局,云南省 西双版纳傣族自治州 景洪市,99.836,23.3386,93529965,100.8595436,22.11154944,云南省,西双版纳傣族自治州,景洪市
3162,云县,YUN XIAN,中国铁路昆明局,云南省 临沧市 云县,99.0974,25.6482,92328573,100.1319487,24.39897728,云南省,临沧市,云县
3185,羊者窝,YANG ZHE WO,中国铁路昆明局,云南省 曲靖市 罗平县,103.3057,26.0853,15610033,104.2775451,24.83188112,云南省,曲靖市,罗平县
3199,照福铺,ZHAO FU PU,中国铁路昆明局,云南省 曲靖市 马龙区,102.3845,26.6723,18720099,103.370071,25.41324592,云南省,曲靖市,马龙区
3215,珠琳,ZHU LIN,中国铁路昆明局,云南省 文山壮族苗族自治州 广南县,103.6591,25.2102,64340358,104.6256794,23.96518208,云南省,文山壮族苗族自治州,广南县
3249,竹园,ZHU YUAN,中国铁路昆明局,云南省 红河哈尼族彝族自治州 弥勒市,102.4146,25.358,97599648,103.3997225,24.1115632,云南省,红河哈尼族彝族自治州,弥勒市
3254,中寨,ZHONG ZHAI,中国铁路昆明局,云南省 曲靖市 师宗县,103.2251,26.0232,15620678,104.198146,24.77037728,云南省,曲靖市,师宗县
3260,保山,BAO SHAN,中国铁路昆明局,云南省 保山市 隆阳区,98.1333,26.4114,97299516,99.18221383,25.15485056,云南省,保山市,隆阳区
3309,香格里拉,XIANG GE LI LA,中国铁路昆明局,云南省 迪庆藏族自治州 香格里拉市,98.6534,29.0954,99800616,99.69456434,27.81308416,云南省,迪庆藏族自治州,香格里拉市
3311,小中甸,XIAO ZHONG DIAN,中国铁路昆明局,云南省 迪庆藏族自治州 香格里拉市,98.7789,28.8425,99750594,99.81819439,27.562612,云南省,迪庆藏族自治州,香格里拉市
3314,漾濞,YANG BI,中国铁路昆明局,云南省 大理白族自治州 漾濞彝族自治县,98.9306,26.9224,97166094,99.96763406,25.66094496,云南省,大理白族自治州,漾濞彝族自治县
3318,永平县,YONG PING XIAN,中国铁路昆明局,云南省 大理白族自治州 永平县,98.5009,26.6646,97232810,99.54433659,25.40561984,云南省,大理白族自治州,永平县
68,杭州东,HANG ZHOU DONG,中国铁路上海局,浙江省 杭州市 上城区,119.477,31.5991,6230468,120.2078927,30.29274864,浙江省,杭州市,上城区
69,杭州,HANG ZHOU,中国铁路上海局,浙江省 杭州市 上城区,119.4464,31.5508,6240729,120.1777486,30.24491232,浙江省,杭州市,上城区
70,杭州南,HANG ZHOU NAN,中国铁路上海局,浙江省 杭州市 萧山区,119.5602,31.4789,6250270,120.289853,30.17370256,浙江省,杭州市,萧山区
159,安吉,AN JI,中国铁路上海局,浙江省 湖州市 安吉县,118.8648,32.1294,90684963,119.6048145,30.81795776,浙江省,湖州市,安吉县
278,苍南,CANG NAN,中国铁路上海局,浙江省 温州市 苍南县,119.6788,28.8097,6470369,120.4066859,27.53012688,浙江省,温州市,苍南县
301,长兴南,CHANG XING NAN,中国铁路上海局,浙江省 湖州市 长兴县,119.1633,32.3047,48180251,119.8988668,30.99157488,浙江省,湖州市,长兴县
424,奉化,FENG HUA,中国铁路上海局,浙江省 宁波市 奉化区,120.7478,30.929,6330726,121.4597578,29.6290816,浙江省,宁波市,奉化区
449,富阳,FU YANG,中国铁路上海局,浙江省 杭州市 富阳区,119.2533,31.3052,90251545,119.9875258,30.00167008,浙江省,杭州市,富阳区
577,海宁西,HAI NING XI,中国铁路上海局,浙江省 嘉兴市 海宁市,119.6588,31.7474,6210694,120.3869839,30.43962496,浙江省,嘉兴市,海宁市
621,湖州,HU ZHOU,中国铁路上海局,浙江省 湖州市 吴兴区,119.2832,32.1758,32600611,120.0169803,30.86391232,浙江省,湖州市,吴兴区
634,建德,JIAN DE,中国铁路上海局,浙江省 杭州市 建德市,118.6787,30.874,90270839,119.4214874,29.5746096,浙江省,杭州市,建德市
644,金华南,JIN HUA NAN,中国铁路上海局,浙江省 金华市 金东区,118.9954,30.4113,42150010,119.7334685,29.11635152,浙江省,金华市,金东区
645,金华,JIN HUA,中国铁路上海局,浙江省 金华市 婺城区,118.891,30.4084,22320474,119.6306241,29.11347936,浙江省,金华市,婺城区
671,江山,JIANG SHAN,中国铁路上海局,浙江省 衢州市 江山市,117.8834,30.0665,22350461,118.6380373,28.7748616,浙江省,衢州市,江山市
682,嘉兴,JIA XING,中国铁路上海局,浙江省 嘉兴市 南湖区,120.0364,32.0766,34500258,120.7589576,30.76566464,浙江省,嘉兴市,南湖区
686,嘉兴南,JIA XING NAN,中国铁路上海局,浙江省 嘉兴市 南湖区,120.0735,32.0021,6190520,120.7955049,30.69187984,浙江省,嘉兴市,南湖区
717,开化,KAI HUA,中国铁路上海局,浙江省 衢州市 开化县,117.5975,30.2865,90108252,118.3563973,28.9927496,浙江省,衢州市,开化县
804,临平南,LIN PING NAN,中国铁路上海局,浙江省 杭州市 余杭区,119.5616,31.6891,6220733,120.2912322,30.38188464,浙江省,杭州市,余杭区
812,丽水,LI SHUI,中国铁路上海局,浙江省 丽水市 莲都区,119.2148,29.7325,42260420,119.9495995,28.444068,浙江省,丽水市,莲都区
830,兰溪,LAN XI,中国铁路上海局,浙江省 金华市 兰溪市,118.7323,30.5109,57300643,119.4742887,29.21499536,浙江省,金华市,兰溪市
912,宁波东,NING BO DONG,中国铁路上海局,浙江省 宁波市 鄞州区,120.8721,31.1512,6310141,121.5822057,29.84914848,浙江省,宁波市,鄞州区
913,宁波,NING BO,中国铁路上海局,浙江省 宁波市 海曙区,120.8214,31.1659,6300247,121.5322611,29.86370736,浙江省,宁波市,海曙区
927,宁海,NING HAI,中国铁路上海局,浙江省 宁波市 宁海县,120.7016,30.6351,6340398,121.4142462,29.33800304,浙江省,宁波市,宁海县
989,平阳,PING YANG,中国铁路上海局,浙江省 温州市 平阳县,119.8146,28.9091,6460483,120.5404625,27.62857264,浙江省,温州市,平阳县
1008,千岛湖,QIAN DAO HU,中国铁路上海局,浙江省 杭州市 淳安县,118.4396,31.0378,90280486,119.18595,29.73683712,浙江省,杭州市,淳安县
1039,庆元,QING YUAN,中国铁路上海局,浙江省 丽水市 庆元县,118.2061,28.8972,91118711,118.9559291,27.61678688,浙江省,丽水市,庆元县
1042,衢州,QU ZHOU,中国铁路上海局,浙江省 衢州市 柯城区,118.125,30.218,22340059,118.8760375,28.9249072,浙江省,衢州市,柯城区
1047,瑞安,RUI AN,中国铁路上海局,浙江省 温州市 瑞安市,119.8512,29.0511,6450065,120.5765171,27.76920944,浙江省,温州市,瑞安市
1113,三门县,SAN MEN XIAN,中国铁路上海局,浙江省 台州市 三门县,120.6449,30.3509,6350466,121.358391,29.05653136,浙江省,台州市,三门县
1145,绍兴北,SHAO XING BEI,中国铁路上海局,浙江省 绍兴市 越城区,119.8084,31.4061,6260844,120.5343548,30.10160144,浙江省,绍兴市,越城区
1146,绍兴东,SHAO XING DONG,中国铁路上海局,浙江省 绍兴市 上虞区,120.1275,31.3607,6270353,120.8487003,30.05663728,浙江省,绍兴市,上虞区
1150,绍兴,SHAO XING,中国铁路上海局,浙江省 绍兴市 越城区,119.8502,31.3201,55390322,120.575532,30.01642704,浙江省,绍兴市,越城区
1165,嵊州新昌,SHENG ZHOU XIN CHANG,中国铁路上海局,浙江省 绍兴市 嵊州市,120.0932,30.8269,95298046,120.8149113,29.52796176,浙江省,绍兴市,嵊州市
1213,桐庐,TONG LU,中国铁路上海局,浙江省 杭州市 桐庐县,118.9891,31.0923,90261192,119.7272624,29.79081392,浙江省,杭州市,桐庐县
1218,头门港,TOU MEN GANG,中国铁路上海局,浙江省 台州市 临海市,120.9481,30.0456,93029385,121.6570733,28.75416224,浙江省,台州市,临海市
1241,台州,TAI ZHOU,中国铁路上海局,浙江省 台州市 椒江区,120.6542,29.9455,95331404,121.3675524,28.6550232,浙江省,台州市,椒江区
1244,台州西,TAI ZHOU XI,中国铁路上海局,浙江省 台州市 黄岩区,120.5711,29.9791,6370745,121.2856906,28.68830064,浙江省,台州市,黄岩区
1267,温岭,WEN LING,中国铁路上海局,浙江省 台州市 温岭市,120.6058,29.7703,6390116,121.3198736,28.48150512,浙江省,台州市,温岭市
1305,温州,WEN ZHOU,中国铁路上海局,浙江省 温州市 鹿城区,119.9572,29.2666,42390639,120.6809377,27.98264064,浙江省,温州市,鹿城区
1307,温州南,WEN ZHOU NAN,中国铁路上海局,浙江省 温州市 瓯海区,119.8557,29.2526,6440619,120.5809501,27.96877504,浙江省,温州市,瓯海区
1436,雁荡山,YAN DANG SHAN,中国铁路上海局,浙江省 温州市 乐清市,120.4309,29.6307,6400371,121.1475796,28.34324528,浙江省,温州市,乐清市
1451,永康南,YONG KANG NAN,中国铁路上海局,浙江省 金华市 永康市,119.2849,30.1447,42420217,120.018655,28.85231088,浙江省,金华市,永康市
1488,乐清,YUE QING,中国铁路上海局,浙江省 温州市 乐清市,120.1342,29.3723,6420337,120.8553004,28.08732592,浙江省,温州市,乐清市
1514,义乌,YI WU,中国铁路上海局,浙江省 金华市 义乌市,119.3034,30.678,22310714,120.0368793,29.3804912,浙江省,金华市,义乌市
1555,诸暨,ZHU JI,中国铁路上海局,浙江省 绍兴市 诸暨市,119.4479,31.0295,22300486,120.1792263,29.7286168,浙江省,绍兴市,诸暨市
1742,常山,CHANG SHAN,中国铁路上海局,浙江省 衢州市 常山县,117.7991,30.2186,90106766,118.5549934,28.92550144,浙江省,衢州市,常山县
1749,长兴,CHANG XING,中国铁路上海局,浙江省 湖州市 长兴县,119.235,32.3566,32590911,119.9694985,31.04297664,浙江省,湖州市,长兴县
1826,德清,DE QING,中国铁路上海局,浙江省 湖州市 德清县,119.3226,31.8548,32610716,120.0557933,30.54599392,浙江省,湖州市,德清县
1827,杜桥,DU QIAO,中国铁路上海局,浙江省 台州市 临海市,120.7515,30.0708,93021042,121.4634027,28.77912032,浙江省,台州市,临海市
1828,德清西,DE QING XI,中国铁路上海局,浙江省 湖州市 德清县,119.2179,31.8459,48220579,119.9526533,30.53717936,浙江省,湖州市,德清县
1858,东阳北,DONG YANG BEI,中国铁路上海局,浙江省 金华市 东阳市,119.5442,30.6118,100834221,120.2740914,29.31492672,浙江省,金华市,东阳市
2088,海宁,HAI NING,中国铁路上海局,浙江省 嘉兴市 海宁市,119.957,31.8443,34520174,120.6807407,30.53559472,浙江省,嘉兴市,海宁市
2146,壶镇,HU ZHEN,中国铁路上海局,浙江省 丽水市 缙云县,119.4994,30.1283,92904240,120.2299589,28.83606832,浙江省,丽水市,缙云县
2203,嘉善,JIA SHAN,中国铁路上海局,浙江省 嘉兴市 嘉善县,120.1937,32.1638,34480883,120.9139139,30.85202752,浙江省,嘉兴市,嘉善县
2204,嘉善南,JIA SHAN NAN,中国铁路上海局,浙江省 嘉兴市 嘉善县,120.2116,32.1006,6180568,120.9315472,30.78943424,浙江省,嘉兴市,嘉善县
2230,缙云,JIN YUN,中国铁路上海局,浙江省 丽水市 缙云县,119.3577,29.9527,42230540,120.0903703,28.66215408,浙江省,丽水市,缙云县
2234,缙云西,JIN YUN XI,中国铁路上海局,浙江省 丽水市 缙云县,119.3161,29.97,42430216,120.0493901,28.679288,浙江省,丽水市,缙云县
2288,临海,LIN HAI,中国铁路上海局,浙江省 台州市 临海市,120.5272,30.1747,6360585,121.2424447,28.88202288,浙江省,台州市,临海市
2293,临海南,LIN HAI NAN,中国铁路上海局,浙江省 台州市 临海市,120.4108,30.1017,92979327,121.1277791,28.80972368,浙江省,台州市,临海市
2335,龙泉市,LONG QUAN SHI,中国铁路上海局,浙江省 丽水市 龙泉市,118.38,29.3186,91085343,119.127238,28.03414144,浙江省,丽水市,龙泉市
2378,龙游南,LONG YOU NAN,中国铁路上海局,浙江省 衢州市 龙游县,118.4027,30.1381,91018607,119.1495998,28.84577424,浙江省,衢州市,龙游县
2379,龙游,LONG YOU,中国铁路上海局,浙江省 衢州市 龙游县,118.413,30.298,22330142,119.1597463,29.0041392,浙江省,衢州市,龙游县
2488,磐安南,PAN AN NAN,中国铁路上海局,浙江省 金华市 磐安县,119.6114,30.2041,92912583,120.3402901,28.91114064,浙江省,金华市,磐安县
2585,青田,QING TIAN,中国铁路上海局,浙江省 丽水市 青田县,119.545,29.4245,42330294,120.2748795,28.1390248,浙江省,丽水市,青田县
2635,遂昌,SUI CHANG,中国铁路上海局,浙江省 丽水市 遂昌县,118.5785,29.9347,91035291,119.3227804,28.64432688,浙江省,丽水市,遂昌县
2742,松阳,SONG YANG,中国铁路上海局,浙江省 丽水市 松阳县,118.6739,29.7372,91051975,119.4167589,28.44872288,浙江省,丽水市,松阳县
2754,上虞南,SHANG YU NAN,中国铁路上海局,浙江省 绍兴市 上虞区,120.0684,31.2837,95264688,120.7904808,29.98037648,浙江省,绍兴市,上虞区
2758,上虞,SHANG YU,中国铁路上海局,浙江省 绍兴市 上虞区,120.1315,31.3072,55410600,120.8526407,30.00365088,浙江省,绍兴市,上虞区
2762,嵊州北,SHENG ZHOU BEI,中国铁路上海局,浙江省 绍兴市 嵊州市,120.0848,31.0862,95281367,120.8066365,29.78477248,浙江省,绍兴市,嵊州市
2826,天台山,TIAN TAI SHAN,中国铁路上海局,浙江省 台州市 天台县,120.2537,30.4371,95314725,120.9730199,29.14190384,浙江省,台州市,天台县
2832,桐乡,TONG XIANG,中国铁路上海局,浙江省 嘉兴市 桐乡市,119.8381,31.8472,6200526,120.5636123,30.53846688,浙江省,嘉兴市,桐乡市
2921,武义北,WU YI BEI,中国铁路上海局,浙江省 金华市 武义县,119.108,30.2793,42410862,119.8443908,28.98561872,浙江省,金华市,武义县
2922,武义,WU YI,中国铁路上海局,浙江省 金华市 武义县,119.0892,30.204,42180434,119.8258709,28.9110416,浙江省,金华市,武义县
2939,新昌北,XIN CHANG BEI,中国铁路上海局,浙江省 绍兴市 新昌县,120.2588,30.837,100800879,120.9780439,29.5379648,浙江省,绍兴市,新昌县
2980,仙居南,XIAN JU NAN,中国铁路上海局,浙江省 台州市 仙居县,120.0252,30.1139,92954298,120.7479245,28.82180656,浙江省,台州市,仙居县
2983,溪口,XI KOU,中国铁路上海局,浙江省 宁波市 奉化区,120.5231,30.9323,100784208,121.2384058,29.63234992,浙江省,宁波市,奉化区
