,车站,拼音,路局,地区,经度x,纬度x,id,经度,纬度,省,市,区
1981,弓棚子,GONG PENG ZI,中国铁路沈阳局,吉林省 松原市 扶余市,125.0762,46.5116,62020439,125.7236646,45.06208864,吉林省,松原市,扶余市
1991,果松,GUO SONG,中国铁路沈阳局,吉林省 通化市 通化县,125.6089,43.0102,56120547,126.2484274,41.59430208,吉林省,通化市,通化县
2016,官字井,GUAN ZI JING,中国铁路沈阳局,吉林省 松原市 乾安县,123.1154,46.4502,23930582,123.7920805,45.00127808,吉林省,松原市,乾安县
2027,黄柏,HUANG BAI,中国铁路沈阳局,吉林省 通化市 集安市,125.6949,42.7464,56150174,126.333146,41.33303456,吉林省,通化市,集安市
2074,和龙,HE LONG,中国铁路沈阳局,吉林省 延边朝鲜族自治州 和龙市,128.3872,43.9763,56750382,128.9853307,42.55112752,吉林省,延边朝鲜族自治州,和龙市
2075,海龙,HAI LONG,中国铁路沈阳局,吉林省 通化市 梅河口市,125.181,44.072,51160124,125.8269031,42.6459088,吉林省,通化市,梅河口市
2086,黄泥河,HUANG NI HE,中国铁路沈阳局,吉林省 延边朝鲜族自治州 敦化市,127.396,44.9857,49560431,128.0088996,43.55083728,吉林省,延边朝鲜族自治州,敦化市
2110,黄松甸,HUANG SONG DIAN,中国铁路沈阳局,吉林省 吉林市 蛟河市,127.1013,45.073,49540555,127.7185906,43.6372992,吉林省,吉林市,蛟河市
2151,金宝屯,JIN BAO TUN,中国铁路沈阳局,吉林省 四平市 双辽市,122.8898,44.8127,30620250,123.569842,43.37949808,吉林省,四平市,双辽市
2199,吉舒,JI SHU,中国铁路沈阳局,吉林省 吉林市 舒兰市,126.163,45.7269,59080463,126.7942713,44.28492176,吉林省,吉林市,舒兰市
2200,建设,JIAN SHE,中国铁路沈阳局,吉林省 白城市 大安市,123.4997,46.9028,23960437,124.1706545,45.44953312,吉林省,白城市,大安市
2228,江源,JIANG YUAN,中国铁路沈阳局,吉林省 白山市 江源区,125.9406,43.4573,56500621,126.5751851,42.03710992,吉林省,白山市,江源区
2251,口前,KOU QIAN,中国铁路沈阳局,吉林省 吉林市 永吉县,125.8526,45.0975,51300421,126.4884963,43.661564,吉林省,吉林市,永吉县
2303,两家,LIANG JIA,中国铁路沈阳局,吉林省 白城市 大安市,123.2633,46.9796,56340022,123.9377768,45.52559584,吉林省,白城市,大安市
2343,露水河,LU SHUI HE,中国铁路沈阳局,吉林省 白山市 抚松县,127.1902,43.9342,56680880,127.806166,42.50943168,吉林省,白山市,抚松县
2397,明城,MING CHENG,中国铁路沈阳局,吉林省 吉林市 磐石市,125.3648,44.6212,51220348,126.0079645,43.18983648,吉林省,吉林市,磐石市
2415,庙岭,MIAO LING,中国铁路沈阳局,吉林省 延边朝鲜族自治州 汪清县,129.0662,44.9321,57120722,129.6542136,43.49775184,吉林省,延边朝鲜族自治州,汪清县
2418,茂林,MAO LIN,中国铁路沈阳局,吉林省 四平市 双辽市,122.71,45.4133,30650607,123.392721,43.97433232,吉林省,四平市,双辽市
2487,平安,PING AN,中国铁路沈阳局,吉林省 吉林市 舒兰市,126.5384,46.0347,49230227,127.1640778,44.58976688,吉林省,吉林市,舒兰市
2492,平安镇,PING AN ZHEN,中国铁路沈阳局,吉林省 白城市 洮北区,121.8557,47.2077,50180530,122.5511501,45.75150608,吉林省,白城市,洮北区
2500,平岗,PING GANG,中国铁路沈阳局,吉林省 辽源市 东辽县,124.207,44.4016,55910004,124.8674157,42.97234464,吉林省,辽源市,东辽县
2520,平台,PING TAI,中国铁路沈阳局,吉林省 白城市 洮北区,121.9585,47.1723,50170205,122.6524184,45.71644592,吉林省,白城市,洮北区
2542,乾安,QIAN AN,中国铁路沈阳局,吉林省 松原市 乾安县,123.1952,46.5465,23940701,123.8706915,45.0966536,吉林省,松原市,乾安县
2598,泉阳,QUAN YANG,中国铁路沈阳局,吉林省 白山市 抚松县,126.9114,43.7586,56640458,127.5315201,42.33551744,吉林省,白山市,抚松县
2639,山城镇,SHAN CHENG ZHEN,中国铁路沈阳局,吉林省 通化市 梅河口市,124.7714,43.7978,51120143,125.4234061,42.37434112,吉林省,通化市,梅河口市
2665,双河镇,SHUANG HE ZHEN,中国铁路沈阳局,吉林省 吉林市 永吉县,125.5332,44.8971,51260540,126.1738553,43.46308784,吉林省,吉林市,永吉县
2669,双吉,SHUANG JI,中国铁路沈阳局,吉林省 吉林市 昌邑区,125.7911,45.3998,50670331,126.4279126,43.96096192,吉林省,吉林市,昌邑区
2674,松江镇,SONG JIANG ZHEN,中国铁路沈阳局,吉林省 延边朝鲜族自治州 安图县,127.6934,43.9819,56790582,128.3018683,42.55667376,吉林省,延边朝鲜族自治州,安图县
2675,三井子,SAN JING ZI,中国铁路沈阳局,吉林省 松原市 扶余市,124.6832,46.5521,62010438,125.3365203,45.10219984,吉林省,松原市,扶余市
2682,双辽,SHUANG LIAO,中国铁路沈阳局,吉林省 四平市 双辽市,122.8327,44.9376,30570631,123.5135928,43.50319904,吉林省,四平市,双辽市
2683,石岭,SHI LING,中国铁路沈阳局,吉林省 四平市 梨树县,124.0311,44.5172,55900814,124.6941366,43.08683488,吉林省,四平市,梨树县
2716,松树镇,SONG SHU ZHEN,中国铁路沈阳局,吉林省 白山市 江源区,126.4802,43.471,56550476,127.106745,42.0506784,吉林省,白山市,江源区
2730,石岘,SHI YAN,中国铁路沈阳局,吉林省 延边朝鲜族自治州 图们市,129.1916,44.507,57070101,129.7777452,43.0767328,吉林省,延边朝鲜族自治州,图们市
2748,松原北,SONG YUAN BEI,中国铁路沈阳局,吉林省 松原市 前郭尔罗斯蒙古族自治县,124.3291,46.5539,62000212,124.9876964,45.10398256,吉林省,松原市,前郭尔罗斯蒙古族自治县
2755,三源浦,SAN YUAN PU,中国铁路沈阳局,吉林省 通化市 柳河县,125.105,43.4719,56030264,125.7520355,42.05156976,吉林省,通化市,柳河县
2782,铁厂,TIE CHANG,中国铁路沈阳局,吉林省 通化市 二道江区,125.555,43.1295,56110647,126.1953305,41.7124568,吉林省,通化市,二道江区
2791,天岗,TIAN GANG,中国铁路沈阳局,吉林省 吉林市 蛟河市,126.3178,45.3389,49460014,126.9467648,43.90064656,吉林省,吉林市,蛟河市
2800,通化县,TONG HUA XIAN,中国铁路沈阳局,吉林省 通化市 通化县,125.167,43.0918,57060742,125.8131117,41.67511872,吉林省,通化市,通化县
2814,洮南,TAO NAN,中国铁路沈阳局,吉林省 白城市 洮南市,122.11,46.7898,30690275,122.801661,45.33761792,吉林省,白城市,洮南市
2815,太平川,TAI PING CHUAN,中国铁路沈阳局,吉林省 松原市 长岭县,122.4898,45.8389,23880885,123.175802,44.39584656,吉林省,松原市,长岭县
2819,天桥岭,TIAN QIAO LING,中国铁路沈阳局,吉林省 延边朝鲜族自治州 汪清县,129.0332,45.0172,57130288,129.6217053,43.58203488,吉林省,延边朝鲜族自治州,汪清县
2827,通途,TONG TU,中国铁路沈阳局,吉林省 松原市 前郭尔罗斯蒙古族自治县,123.9854,46.6455,56310610,124.6491175,45.1947032,吉林省,松原市,前郭尔罗斯蒙古族自治县
2836,驼腰岭,TUO YAO LING,中国铁路沈阳局,吉林省 通化市 柳河县,125.2497,43.5987,56010746,125.8945795,42.17715248,吉林省,通化市,柳河县
2858,五道沟,WU DAO GOU,中国铁路沈阳局,吉林省 通化市 柳河县,125.2236,43.5536,56020444,125.8688684,42.13248544,吉林省,通化市,柳河县
2868,王府,WANG FU,中国铁路沈阳局,吉林省 松原市 前郭尔罗斯蒙古族自治县,124.3386,46.3184,56270646,124.9970549,44.87074336,吉林省,松原市,前郭尔罗斯蒙古族自治县
2869,湾沟,WAN GOU,中国铁路沈阳局,吉林省 白山市 江源区,126.2625,43.4824,56520748,126.8922888,42.06196896,吉林省,白山市,江源区
2871,威虎岭北,WEI HU ING BEI,中国铁路沈阳局,吉林省 延边朝鲜族自治州 敦化市,127.2193,44.9923,50690466,127.8348324,43.55737392,吉林省,延边朝鲜族自治州,敦化市
2879,渭津,WEI JIN,中国铁路沈阳局,吉林省 辽源市 东辽县,124.6183,44.2165,55950733,125.2725873,42.7890216,吉林省,辽源市,东辽县
2926,苇子沟,WEI ZI GOU,中国铁路沈阳局,吉林省 延边朝鲜族自治州 图们市,129.0788,44.4567,49740117,129.6666259,43.02691568,吉林省,延边朝鲜族自治州,图们市
3006,仙人桥,XIAN REN QIAO,中国铁路沈阳局,吉林省 白山市 抚松县,126.6069,43.5931,56580435,127.2315572,42.17160624,吉林省,白山市,抚松县
3067,阳岔,YANG CHA,中国铁路沈阳局,吉林省 通化市 集安市,125.5941,42.6251,56170030,126.2338479,41.21289904,吉林省,通化市,集安市
3127,永庆,YONG QING,中国铁路沈阳局,吉林省 延边朝鲜族自治州 安图县,127.6237,44.1328,94764318,128.2332069,42.70612512,吉林省,延边朝鲜族自治州,安图县
3154,伊通,YI TONG,中国铁路沈阳局,吉林省 四平市 伊通满族自治县,124.6235,44.8,186904511,125.2777099,43.36692,吉林省,四平市,伊通满族自治县
3244,镇西,ZHEN XI,中国铁路沈阳局,吉林省 白城市 洮北区,121.7013,47.2955,50190713,122.3990506,45.8384632,吉林省,白城市,洮北区
95,南京,NAN JING,中国铁路上海局,江苏省 南京市 玄武区,118.0388,33.4124,26810367,118.7911219,32.08864096,江苏省,南京市,玄武区
96,南京南,NAN JING NAN,中国铁路上海局,江苏省 南京市 雨花台区,118.0396,33.2928,6080011,118.79191,31.97018912,江苏省,南京市,雨花台区
308,常州北,CHANG ZHOU BEI,中国铁路上海局,江苏省 常州市 新北区,119.2152,33.1768,6110031,119.9499935,31.85530272,江苏省,常州市,新北区
316,常州,CHANG ZHOU,中国铁路上海局,江苏省 常州市 天宁区,119.2327,33.1068,26980153,119.9672328,31.78597472,江苏省,常州市,天宁区
390,丹阳,DAN YANG,中国铁路上海局,江苏省 镇江市 丹阳市,118.8468,33.3262,26930489,119.5870827,32.00326848,江苏省,镇江市,丹阳市
433,阜宁东,FU NING DONG,中国铁路上海局,江苏省 盐城市 阜宁县,119.1989,35.1401,91091391,119.9339364,33.79975504,江苏省,盐城市,阜宁县
501,赣榆,GAN YU,中国铁路上海局,江苏省 连云港市 赣榆区,118.3563,36.2294,91023659,119.1038911,34.87859776,江苏省,连云港市,赣榆区
510,淮安东,HUAI AN DONG,中国铁路上海局,江苏省 淮安市 淮安区,118.4358,34.9078,90576587,119.1822066,33.56968512,江苏省,淮安市,淮安区
511,淮安,HUAI AN,中国铁路上海局,江苏省 淮安市 淮阴区,118.2776,34.9885,35610350,119.0263638,33.6496104,江苏省,淮安市,淮阴区
570,海门,HAI MEN,中国铁路上海局,江苏省 南通市 海门区,120.4632,33.2495,91169019,121.1793983,31.9273048,江苏省,南通市,海门区
661,江宁,JIANG NING,中国铁路上海局,江苏省 南京市 江宁区,118.1425,33.2604,32530777,118.8932768,31.93810016,江苏省,南京市,江宁区
663,江宁西,JIANG NING XI,中国铁路上海局,江苏省 南京市 江宁区,117.8349,33.1461,48070074,118.59026,31.82489744,江苏省,南京市,江宁区
726,昆山,KUN SHAN,中国铁路上海局,江苏省 苏州市 昆山市,120.2336,32.6841,27160728,120.9532194,31.36733264,江苏省,苏州市,昆山市
728,昆山南,KUN SHAN NAN,中国铁路上海局,江苏省 苏州市 昆山市,120.2264,32.6706,6140407,120.9461266,31.35396224,江苏省,苏州市,昆山市
775,六合,LU HE,中国铁路上海局,江苏省 南京市 六合区,118.0909,33.6932,35270074,118.8424456,32.36674528,江苏省,南京市,六合区
815,溧水,LI SHUI,中国铁路上海局,江苏省 南京市 溧水区,118.3421,33,32550921,119.0899027,31.6802,江苏省,南京市,溧水区
835,溧阳,LI YANG,中国铁路上海局,江苏省 常州市 溧阳市,118.7549,32.7033,32570172,119.496552,31.38634832,江苏省,常州市,溧阳市
839,连云港东,LIAN YUN GANG DONG,中国铁路上海局,江苏省 连云港市 连云区,118.5887,36.0666,9030029,119.3328284,34.71736064,江苏省,连云港市,连云区
841,连云港,LIAN YUN GANG,中国铁路上海局,江苏省 连云港市 海州区,118.409,35.9575,9060693,119.1558059,34.609308,江苏省,连云港市,海州区
944,南通,NAN TONG,中国铁路上海局,江苏省 南通市 崇川区,120.1346,33.3936,35390014,120.8556945,32.07002144,江苏省,南通市,崇川区
945,南通西,NAN TONG XI,中国铁路上海局,江苏省 南通市 通州区,120.0381,33.4267,90534826,120.7606323,32.10280368,江苏省,南通市,通州区
1009,启东,QI DONG,中国铁路上海局,江苏省 南通市 启东市,120.9319,33.1799,91188427,121.6411147,31.85837296,江苏省,南通市,启东市
1050,如东,RU DONG,中国铁路上海局,江苏省 南通市 如东县,120.4559,33.7749,55860064,121.1722071,32.44766096,江苏省,南通市,如东县
1118,睢宁,SUI NING,中国铁路上海局,江苏省 徐州市 睢宁县,117.1651,35.2953,90555321,117.93044,33.95346512,江苏省,徐州市,睢宁县
1126,宿迁,SU QIAN,中国铁路上海局,江苏省 宿迁市 宿城区,117.515,35.215,90565954,118.2751265,33.873936,江苏省,宿迁市,宿城区
1163,苏州北,SU ZHOU BEI,中国铁路上海局,江苏省 苏州市 相城区,119.9142,32.7401,6130857,120.6385784,31.42279504,江苏省,苏州市,相城区
1173,苏州,SU ZHOU,中国铁路上海局,江苏省 苏州市 姑苏区,119.8813,32.6473,27110233,120.6061686,31.33088592,江苏省,苏州市,姑苏区
1242,泰州,TAI ZHOU,中国铁路上海局,江苏省 泰州市 海陵区,119.2404,33.8591,35340900,119.974818,32.53105264,江苏省,泰州市,海陵区
1288,无锡东,WU XI DONG,中国铁路上海局,江苏省 无锡市 锡山区,119.7277,32.9165,6120865,120.4548573,31.5975016,江苏省,无锡市,锡山区
1289,无锡,WU XI,中国铁路上海局,江苏省 无锡市 梁溪区,119.5715,32.9076,27020425,120.3009847,31.58868704,江苏省,无锡市,梁溪区
1349,仙林,XIAN LIN,中国铁路上海局,江苏省 南京市 栖霞区,118.1559,33.4485,26860430,118.9064771,32.1243944,江苏省,南京市,栖霞区
1404,徐州东,XU ZHOU DONG,中国铁路上海局,江苏省 徐州市 鼓楼区,116.5231,35.6129,6010135,117.2980058,34.26801616,江苏省,徐州市,鼓楼区
1408,徐州,XU ZHOU,中国铁路上海局,江苏省 徐州市 云龙区,116.4238,35.6109,9210429,117.2001854,34.26603536,江苏省,徐州市,云龙区
1422,盐城北,YAN CHENG BEI,中国铁路上海局,江苏省 盐城市 盐都区,119.3643,34.7863,35680381,120.0968719,33.44935152,江苏省,盐城市,盐都区
1431,盐城,YAN CHENG,中国铁路上海局,江苏省 盐城市 盐都区,119.4472,34.71,35690510,120.1785367,33.373784,江苏省,盐城市,盐都区
1519,宜兴,YI XING,中国铁路上海局,江苏省 无锡市 宜兴市,119.0712,32.6297,32580074,119.8081391,31.31345488,江苏省,无锡市,宜兴市
1525,扬州东,YANG ZHOU DONG,中国铁路上海局,江苏省 扬州市 广陵区,118.7804,33.7328,91903009,119.521672,32.40596512,江苏省,扬州市,广陵区
1529,扬州,YANG ZHOU,中国铁路上海局,江苏省 扬州市 邗江区,118.6002,33.7181,35300885,119.344157,32.39140624,江苏省,扬州市,邗江区
1548,中华门,ZHONG HUA MEN,中国铁路上海局,江苏省 南京市 雨花台区,118.0178,33.3305,32050691,118.7704348,32.0075272,江苏省,南京市,雨花台区
1550,张家港,ZHANG JIA GANG,中国铁路上海局,江苏省 苏州市 张家港市,119.9465,33.1398,90551555,120.6703972,31.81865792,江苏省,苏州市,张家港市
1556,镇江,ZHEN JIANG,中国铁路上海局,江苏省 镇江市 润州区,118.6829,33.5236,26900880,119.4256248,32.19877344,江苏省,镇江市,润州区
1561,镇江南,ZHEN JIANG NAN,中国铁路上海局,江苏省 镇江市 丹徒区,118.6745,33.4779,6090069,119.41735,32.15351216,江苏省,镇江市,丹徒区
1638,栟茶,BING CHA,中国铁路上海局,江苏省 南通市 如东县,120.1553,33.8277,55850017,120.876086,32.49995408,江苏省,南通市,如东县
1645,滨海港,BIN HAI GANG,中国铁路上海局,江苏省 盐城市 滨海县,119.118,35.4023,91081691,119.8542418,34.05943792,江苏省,盐城市,滨海县
1646,宝华山,BAO HUA SHAN,中国铁路上海局,江苏省 镇江市 句容市,118.3004,33.475,26870665,119.048824,32.15064,江苏省,镇江市,句容市
1691,宝应,BAO YING,中国铁路上海局,江苏省 扬州市 宝应县,118.6382,34.551,91877977,119.3815908,33.2163104,江苏省,扬州市,宝应县
1743,常熟,CHANG SHU,中国铁路上海局,江苏省 苏州市 常熟市,120.0533,33.0183,90559893,120.7756058,31.69832432,江苏省,苏州市,常熟市
1795,大港南,DA GANG NAN,中国铁路上海局,江苏省 镇江市 京口区,118.9326,33.4584,91911353,119.6716043,32.13419936,江苏省,镇江市,京口区
1805,东海县,DONG HAI XIAN,中国铁路上海局,江苏省 连云港市 东海县,118.0088,35.864,9090855,118.7615689,34.5167056,江苏省,连云港市,东海县
1838,东台,DONG TAI,中国铁路上海局,江苏省 盐城市 东台市,119.6104,34.2067,35720526,120.339305,32.87531568,江苏省,盐城市,东台市
1842,丹徒,DAN TU,中国铁路上海局,江苏省 镇江市 丹徒区,118.7736,33.4407,26920527,119.5149734,32.11666928,江苏省,镇江市,丹徒区
1857,丹阳北,DAN YANG BEI,中国铁路上海局,江苏省 镇江市 丹阳市,118.9264,33.3394,6100655,119.6654966,32.01634176,江苏省,镇江市,丹阳市
1907,阜宁,FU NING,中国铁路上海局,江苏省 盐城市 阜宁县,118.871,34.9343,35650807,119.6109221,33.59593072,江苏省,盐城市,阜宁县
1908,阜宁南,FU NING NAN,中国铁路上海局,江苏省 盐城市 阜宁县,118.8985,34.9108,90587220,119.6380124,33.57265632,江苏省,盐城市,阜宁县
1974,灌南,GUAN NAN,中国铁路上海局,江苏省 连云港市 灌南县,118.5277,35.4427,91293264,119.2727373,34.09945008,江苏省,连云港市,灌南县
2004,高邮北,GAO YOU BEI,中国铁路上海局,江苏省 扬州市 高邮市,118.7071,34.3361,91886321,119.4494642,33.00347344,江苏省,扬州市,高邮市
2005,观音机场,GUAN YIN JI CHANG,中国铁路上海局,江苏省 徐州市 睢宁县,116.7854,35.382,90544668,117.5563975,34.0393328,江苏省,徐州市,睢宁县
2006,高邮,GAO YOU,中国铁路上海局,江苏省 扬州市 高邮市,118.7577,34.1054,91894665,119.4993103,32.77498816,江苏省,扬州市,高邮市
2007,灌云,GUAN YUN,中国铁路上海局,江苏省 连云港市 灌云县,118.5573,35.6334,91282432,119.3018962,34.28831936,江苏省,连云港市,灌云县
2022,海安,HAI AN,中国铁路上海局,江苏省 南通市 海安市,119.7734,33.8772,35360403,120.4998763,32.54897888,江苏省,南通市,海安市
2023,淮安南,HUAI AN NAN,中国铁路上海局,江苏省 淮安市 清江浦区,118.3395,34.9295,35620250,119.0873415,33.5911768,江苏省,淮安市,清江浦区
2099,花桥,HUA QIAO,中国铁路上海局,江苏省 苏州市 昆山市,120.3229,32.6527,27180621,121.0411888,31.33623408,江苏省,苏州市,昆山市
2114,惠山,HUI SHAN,中国铁路上海局,江苏省 无锡市 惠山区,119.4647,32.9901,27000756,120.195776,31.67039504,江苏省,无锡市,惠山区
2162,江都,JIANG DU,中国铁路上海局,江苏省 扬州市 江都区,118.8314,33.7879,35320343,119.5719121,32.46053616,江苏省,扬州市,江都区
2171,建湖,JIAN HU,中国铁路上海局,江苏省 盐城市 建湖县,119.0552,34.8437,35660645,119.7923775,33.50620048,江苏省,盐城市,建湖县
2193,句容西,JU RONG XI,中国铁路上海局,江苏省 镇江市 句容市,118.224,33.1552,32540449,118.9735624,31.83391008,江苏省,镇江市,句容市
2222,姜堰,JIANG YAN,中国铁路上海局,江苏省 泰州市 姜堰区,119.3804,33.8638,35350552,120.112732,32.53570752,江苏省,泰州市,姜堰区
2345,涟水,LIAN SHUI,中国铁路上海局,江苏省 淮安市 涟水县,118.4436,35.1168,91304096,119.1898904,33.77667872,江苏省,淮安市,涟水县
2537,邳州东,PI ZHOU DONG,中国铁路上海局,江苏省 徐州市 邳州市,117.2423,35.6699,92537148,118.0064897,34.32446896,江苏省,徐州市,邳州市
2539,邳州,PI ZHOU,中国铁路上海局,江苏省 徐州市 邳州市,117.1866,35.6633,9160627,117.9516197,34.31793232,江苏省,徐州市,邳州市
2584,戚墅堰,QI SHU YAN,中国铁路上海局,江苏省 常州市 武进区,119.3285,33.0433,26990450,120.0616054,31.72308432,江苏省,常州市,武进区
2616,如皋,RU GAO,中国铁路上海局,江苏省 南通市 如皋市,119.8768,33.7121,35370330,120.6017357,32.38546384,江苏省,南通市,如皋市
2617,如皋南,RU GAO NAN,中国铁路上海局,江苏省 南通市 如皋市,119.8986,33.6733,92211759,120.6232109,32.34703632,江苏省,南通市,如皋市
2660,泗洪,SI HONG,中国铁路上海局,江苏省 宿迁市 泗洪县,117.4517,34.9453,35480104,118.2127697,33.60682512,江苏省,宿迁市,泗洪县
2740,泗阳,SI YANG,中国铁路上海局,江苏省 宿迁市 泗阳县,117.9542,35.0954,35520627,118.7077824,33.75548416,江苏省,宿迁市,泗阳县
2741,沭阳,SHU YANG,中国铁路上海局,江苏省 宿迁市 沭阳县,118.0044,35.4554,35580923,118.7572344,34.11202816,江苏省,宿迁市,沭阳县
2745,射阳,SHE YANG,中国铁路上海局,江苏省 盐城市 射阳县,119.2789,35.0218,91101091,120.0127444,33.68259072,江苏省,盐城市,射阳县
2772,苏州园区,SU ZHOU YUAN QU,中国铁路上海局,江苏省 苏州市 姑苏区,119.9828,32.6581,27140666,120.7061563,31.34158224,江苏省,苏州市,姑苏区
2773,苏州新区,SU ZHOU XIN QU,中国铁路上海局,江苏省 苏州市 虎丘区,119.7937,32.6894,27100862,120.5198739,31.37258176,江苏省,苏州市,虎丘区
2778,太仓,TAI CANG,中国铁路上海局,江苏省 苏州市 太仓市,120.4755,32.8309,90576569,121.1915151,31.51272336,江苏省,苏州市,太仓市
2786,太仓南,TAI CANG NAN,中国铁路上海局,江苏省 苏州市 太仓市,120.4309,32.7259,90593245,121.1475796,31.40873136,江苏省,苏州市,太仓市
2912,瓦屋山,WA WU SHAN,中国铁路上海局,江苏省 常州市 溧阳市,118.523,32.8785,32560546,119.2681073,31.5598664,江苏省,常州市,溧阳市
2919,无锡新区,WU XI XIN QU,中国铁路上海局,江苏省 无锡市 新吴区,119.6581,32.8162,27090360,120.3862943,31.49816448,江苏省,无锡市,新吴区
3016,响水县,XIANG SHUI XIAN,中国铁路上海局,江苏省 盐城市 响水县,118.9422,35.5363,91071991,119.6810612,34.19215152,江苏省,盐城市,响水县
3042,新沂,XIN YI,中国铁路上海局,江苏省 徐州市 新沂市,117.5824,35.7272,9120580,118.3415222,34.38121888,江苏省,徐州市,新沂市
3044,新沂南,XIN YI NAN,中国铁路上海局,江苏省 徐州市 新沂市,117.565,35.6735,92528805,118.3243815,34.3280344,江苏省,徐州市,新沂市
3064,盐城大丰,YAN CHENG DA FENG,中国铁路上海局,江苏省 盐城市 大丰区,119.6065,34.5193,92203413,120.3354632,33.18491472,江苏省,盐城市,大丰区
3073,阳澄湖,YANG CHENG HU,中国铁路上海局,江苏省 苏州市 昆山市,120.136,32.6979,27150536,120.8570736,31.38100016,江苏省,苏州市,昆山市
3097,洋河,YANG HE,中国铁路上海局,江苏省 宿迁市 宿城区,117.6026,35.1298,35500427,118.3614213,33.78955392,江苏省,宿迁市,宿城区
3181,仪征,YI ZHENG,中国铁路上海局,江苏省 扬州市 仪征市,118.3962,33.6415,35290665,119.1431966,32.3155416,江苏省,扬州市,仪征市
3279,句容,JU RONG,中国铁路上海局,江苏省 镇江市 句容市,118.4187,33.2445,99333744,119.1653614,31.9223528,江苏省,镇江市,句容市
3280,金坛,JIN TAN,中国铁路上海局,江苏省 常州市 金坛区,118.7973,33.0167,99350418,119.5383202,31.69673968,江苏省,常州市,金坛区
3282,江阴,JIANG YIN,中国铁路上海局,江苏省 无锡市 江阴市,119.5452,33.1839,35790360,120.2750765,31.86233456,江苏省,无锡市,江阴市
3307,武进,WU JIN,中国铁路上海局,江苏省 常州市 武进区,119.2066,32.9796,99367092,119.9415217,31.65999584,江苏省,常州市,武进区
90,南昌东,NAN CHANG DONG,中国铁路南昌局,江西省 南昌市 青山湖区,115.2215,29.906,100317420,116.0157997,28.6159024,江西省,南昌市,青山湖区
91,南昌,NAN CHANG,中国铁路南昌局,江西省 南昌市 西湖区,115.1184,29.9555,20020310,115.9142358,28.6649272,江西省,南昌市,西湖区
92,南昌南,NAN CHANG NAN,中国铁路南昌局,江西省 南昌市 南昌县,115.1502,29.7937,20050398,115.945562,28.50468048,江西省,南昌市,南昌县
94,南昌西,NAN CHANG XI,中国铁路南昌局,江西省 南昌市 新建区,114.9894,29.9153,22420624,115.7871579,28.62511312,江西省,南昌市,新建区
284,崇仁,CHONG REN,中国铁路南昌局,江西省 抚州市 崇仁县,115.2601,29.059,91661591,116.0538245,27.7770336,江西省,抚州市,崇仁县
364,定南,DING NAN,中国铁路南昌局,江西省 赣州市 定南县,114.19,26.0282,20380362,114.999669,24.77532928,江西省,赣州市,定南县
365,定南南,DING NAN NAN,中国铁路南昌局,江西省 赣州市 定南县,114.2153,25.9965,94447417,115.024592,24.7439336,江西省,赣州市,定南县
385,东乡,DONG XIANG,中国铁路南昌局,江西省 抚州市 东乡区,115.8361,29.5154,34910607,116.6212421,28.22905216,江西省,抚州市,东乡区
429,浮梁东,FU LIANG DONG,中国铁路南昌局,江西省 景德镇市 浮梁县,116.6821,30.8118,100400775,117.4546367,29.51300672,江西省,景德镇市,浮梁县
451,分宜,FEN YI,中国铁路南昌局,江西省 新余市 分宜县,113.8437,29.0899,35060617,114.6585289,27.80763696,江西省,新余市,分宜县
459,抚州,FU ZHOU,中国铁路南昌局,江西省 抚州市 临川区,115.5569,29.2043,37040424,116.3462022,27.92093872,江西省,抚州市,临川区
463,高安,GAO AN BEI,中国铁路南昌局,江西省 宜春市 高安市,114.5748,29.7623,22430737,115.3787355,28.47358192,江西省,宜春市,高安市
485,共青城,GONG QING CHENG,中国铁路南昌局,江西省 九江市 共青城市,114.9705,30.5406,19960315,115.7685396,29.24441024,江西省,九江市,共青城市
504,赣州,GAN ZHOU,中国铁路南昌局,江西省 赣州市 章贡区,114.1499,27.084,20280231,114.9601665,25.8209936,江西省,赣州市,章贡区
509,赣州西,GAN ZHOU XI,中国铁路南昌局,江西省 赣州市 南康区,113.9983,27.0846,89610054,114.8108253,25.82158784,江西省,赣州市,南康区
624,吉安,JI AN,中国铁路南昌局,江西省 吉安市 青原区,114.207,28.383,20170240,115.0164157,27.1075232,江西省,吉安市,青原区
627,吉安西,JI AN XI,中国铁路南昌局,江西省 吉安市 吉州区,114.1168,28.4147,89546412,114.9275597,27.13891888,江西省,吉安市,吉州区
628,江边村,JIANG BIAN CUN,中国铁路南昌局,江西省 抚州市 乐安县,115.1116,28.9606,91672424,115.9075372,27.67957824,江西省,抚州市,乐安县
633,景德镇北,JING DE ZHEN BEI,中国铁路南昌局,江西省 景德镇市 珠山区,116.4607,30.6384,90113665,117.2365356,29.34127136,江西省,景德镇市,珠山区
636,景德镇,JING DE ZHEN,中国铁路南昌局,江西省 景德镇市 珠山区,116.4401,30.5837,33040005,117.2162425,29.28709648,江西省,景德镇市,珠山区
639,井冈山,JING GANG SHAN,中国铁路南昌局,江西省 吉安市 井冈山市,113.4718,28.0014,37220244,114.2921702,26.72958656,江西省,吉安市,井冈山市
649,九江,JIU JIANG,中国铁路南昌局,江西省 九江市 濂溪区,115.2067,31.0063,19900356,116.0012202,29.70563952,江西省,九江市,濂溪区
685,进贤,JIN XIAN,中国铁路南昌局,江西省 南昌市 进贤县,115.4498,29.6442,34930058,116.240698,28.35661568,江西省,南昌市,进贤县
